c0.1,l0.1,vc0.1,vl0.1,vcn0.1,vln0.1
0.933703806612948,3.941597733467979,0.8558398220244716,7.757482416266656,0.892769744160178,3.558867458150929
-0.8309530425118088,4.324562504600705,0.02513904338153504,9.987433709920746,0.35661846496106786,7.518242674131082
0.7171436510141707,4.038406122658119,0.7619577308120133,12.82613451677024,0.8647385984427142,3.541731980445142
-0.48580161155876633,3.996384785658213,-0.8682981090100111,7.776159932065854,-0.8985539488320355,3.548952082807998
0.6413448180050014,3.9675269954829746,0.6631813125695217,13.74596996857278,0.31835372636262516,27.14878374713305
0.8935815504306752,3.912096082652445,0.696551724137931,7.827593396069128,0.8883203559510567,3.5615974263130044
0.39127535426507365,4.009964810227098,0.8513904338153504,7.856906045204864,0.8460511679644049,3.568351556624907
-0.8771881078077244,3.9419977463311278,-0.6444938820912125,9.53289811109301,-0.8918798665183537,3.884191928075718
0.8354542928591275,3.9864058208357775,0.6507230255839822,7.902662389020977,0.8941045606229143,3.5833945053599487
0.9274242845234787,3.9261702479529346,0.850055617352614,9.453833439836602,0.8941045606229143,3.5632591290332702
-0.8768546818560712,3.917028241939685,-0.7472747497219132,7.828861338924994,-0.8985539488320355,3.5744202536658833
0.8948596832453459,3.8683856635810137,0.8060066740823136,7.849891470724649,0.8941045606229143,3.571773352144739
0.7128646846346207,4.153813390388122,-0.3081201334816463,20.38402587079919,0.32769744160177977,22.133599255147168
0.933981661572659,3.8682123603076595,0.8602892102335928,7.790807289349697,0.892769744160178,3.715764367531609
0.8781883856626841,3.8604271318774956,0.7664071190211346,7.869013873818807,0.8941045606229143,3.5772959337343497
0.8679077521533759,3.8712163121503314,0.7116796440489432,7.823589174465898,0.8883203559510567,3.555853270258801
0.8812447902195054,3.87938519889771,0.7032258064516129,7.84001453299726,0.8883203559510567,3.55234317054169
0.8302306196165602,4.311843752699286,0.5959955506117909,7.945146312066994,0.8860956618464961,3.589046384849202
0.40850236176715754,6.619091730422119,-0.2796440489432703,10.512940268762936,-0.3081201334816463,6.010399937055949
-0.7967213114754098,3.9796044252186755,-0.7223581757508343,7.780419082890549,-0.8985539488320355,3.535889659415091
0.9360377882745207,3.8930996762627115,0.857174638487208,7.786420866268253,0.8905450500556173,3.5881765461216375
0.46357321478188385,4.7176687410792875,0.4994438264738598,11.153265378879277,0.6342602892102336,7.072729840513642
0.9338705195887747,3.869206760323722,0.8593993325917686,7.79468308050866,0.892769744160178,3.574602404735521
-0.7882745207001945,4.036971989768425,-0.839377085650723,7.855007675611366,-0.9003337041156841,3.6472836212888207
0.885468185607113,3.8856111179518398,0.8602892102335928,7.768153415678101,0.892769744160178,3.5728436712668863
0.7031953320366768,3.973824058336596,-0.07630700778642936,42.00119644175818,-0.23159065628476083,44.61290651436548
0.9133648235621006,5.110279012586512,0.8340378197997775,9.25614181384302,0.8905450500556173,3.941381099316395
0.8906918588496805,3.8675074645839853,0.7210233592880979,7.833968697017228,0.8883203559510567,3.5646263951848374
0.6084467907752154,3.9833066113445064,0.3730812013348165,10.248683865139968,0.5163515016685206,5.297627450182176
0.9275354265073632,3.899414688801881,0.8073414905450501,7.772000870404968,0.892769744160178,3.563472206213414
0.8417893859405391,4.5459061004436645,0.37842046718576194,8.042811624943637,0.7695216907675194,3.880027627448904
-0.8709641567101972,3.928395610430948,-0.7027808676307008,7.784067547137243,-0.892769744160178,3.531482367087614
-0.057904973603778824,4.095191959691093,-0.6916573971078976,7.885364842765724,-0.8331479421579533,3.6093965444544036
-0.4980828007779939,8.22810032971471,-0.678754171301446,10.09750236472222,-0.832258064516129,11.428479426817828
0.89597110308419,3.995672605033665,0.8589543937708565,7.838853740948499,0.892769744160178,3.5723291328029614
0.8810780772436788,3.8201761129792744,0.7032258064516129,8.370974684055867,NaN,NaN
0.7542095026396222,3.999123216660304,0.6449388209121246,8.152102177196745,0.7659621802002224,3.949348586764397
0.8784106696304529,3.8817361501131806,0.7063403781979978,7.827873491120812,0.8883203559510567,3.595181227371955
-0.5603223117532647,3.9431275581284635,-0.42335928809788653,7.717448616510486,-0.3032258064516129,3.6236560158966964
-0.8275632120033343,3.916125023673652,-0.6720800889877642,7.858558334494211,-0.8941045606229143,3.587909358861442
0.9332592386774103,3.9183114321763393,0.8527252502780868,7.838870877503145,0.8883203559510567,3.5764238809079485
0.8520700194498472,4.782838917460325,0.6311457174638487,7.854062582230501,0.8860956618464961,3.68046911206241
0.5228674631842178,3.9824384575914142,0.425139043381535,15.769803820035172,0.8847608453837598,9.20062857157063
0.9340372325646012,3.870778318719275,0.8593993325917686,7.790519816441427,0.892769744160178,3.7065612668439605
0.700805779383162,8.194866363123502,0.7130144605116796,11.707723688404686,0.7721913236929923,7.053109582822179
0.8786885245901639,3.8826112410235596,0.6974416017797553,7.829841595098746,0.8883203559510567,3.545895411483292
0.2181717143651014,4.348922291372177,-0.3503893214682981,48.86882552174867,-0.3419354838709677,26.706633001011834
0.933981661572659,3.8683369207781344,0.8602892102335928,7.787782969473366,0.892769744160178,3.7111362758355737
0.7398721867185329,3.9397178331407448,0.7868743047830923,8.410159942849356,0.8847608453837598,3.6105776175217454
0.879522089469297,3.9328969710350163,0.6938820912124583,7.836582084252685,0.8883203559510567,3.5486260676211185
